"","School.Name","School.Type","Region","Is.Party","STABBR","CONTROL","Tier","COSTT4_A","MN_EARN_WNE_P6","MD_EARN_WNE_P6","PCT25_EARN_WNE_P6","PCT75_EARN_WNE_P6","SD_EARN_WNE_P6","MD_EARN_WNE_P8","MN_EARN_WNE_P10","MD_EARN_WNE_P10","PCT25_EARN_WNE_P10","PCT75_EARN_WNE_P10","SD_EARN_WNE_P10","BE_MN_P6","BE_MD_P6","BE_MN_P10","BE_MD_P10","ROI_MN_P6","ROI_MD_P6","ROI_MN_P10","ROI_MD_P10","gender","gendered_Income_P10","gendered_Income_P6","family_income_level","born_Income_P10","born_Income_P6"
"754","Humboldt State University","State","California",FALSE,"CA","Public","Selective public",22287,30200,26200,15200,40500,22300,31100,40100,36600,19000,54100,29200,2.95192052980132,3.40259541984733,2.2231421446384,2.43573770491803,35.5050029164984,17.5573204110019,79.9255171176022,64.2212949252928,"Male",44700,31500,"High",39200,29700
"755","California State University-Sacramento","State","California",FALSE,"CA","Public","Selective public",18241,41800,38600,23700,54300,26500,44300,54200,48900,31000,69500,38100,1.74555023923445,1.89025906735751,1.34619926199262,1.4921063394683,129.154103393454,111.611205526013,197.13283262979,168.07740803684,"Male",61400,44700,"High",58300,43800
"756","San Diego State University","State","California",FALSE,"CA","Public","Selective public",20631,41600,37700,23300,54300,28300,44200,55900,51000,32500,73100,38800,1.98375,2.18896551724138,1.47627906976744,1.61811764705882,101.638311279143,82.7347195967234,170.951480781348,147.200814308565,"Male",62800,45200,"High",59300,43900
"757","California State University-Northridge","State","California",FALSE,"CA","Public","Selective public",18665,37400,33700,19600,49700,25700,39500,49700,45400,27000,65900,36600,1.99625668449198,2.21543026706231,1.50221327967807,1.64449339207048,100.375033485133,80.5518349852666,166.273774444147,143.236003214573,"Male",54200,40100,"High",51900,38800
"758","San Francisco State University","State","California",FALSE,"CA","Public","Selective public",19998,42100,38000,22200,55500,29100,44000,54700,49200,29500,71200,37900,1.90004750593824,2.10505263157895,1.46237659963437,1.62585365853659,110.521052105211,90.01900190019,173.527352735274,146.024602460246,"Male",59300,43600,"High",55600,40500
"759","San Jose State University","State","California",FALSE,"CA","Public","Selective public",21112,47200,42200,25500,61800,36500,49400,63800,56100,34600,83900,47800,1.78915254237288,2.00113744075829,1.32363636363636,1.505311942959,123.569533914362,99.8863205759757,202.197802197802,165.725653656688,"Male",69200,50400,"High",67800,47900
"760","California State University-Stanislaus","State","California",FALSE,"CA","Public","Selective public",16190,39300,35000,20200,51200,28100,39300,48500,45400,27500,62500,32700,1.64783715012723,1.85028571428571,1.33525773195876,1.42643171806167,142.742433600988,116.182828906733,199.567634342187,180.420012353305,"Male",53500,42600,"High",52000,43000
"761","Pomona College","Liberal Arts","California",FALSE,"CA","Private nonprofit","Other elite schools (public and private)",59730,51200,41100,18900,61200,61100,51300,77300,58100,41300,83000,82300,4.66640625,5.81313868613139,3.09081500646831,4.11222030981067,-14.2809308555165,-31.1903566047212,29.4157040013394,-2.72894692784196,"Male",91700,65200,"High",88200,49500
"762","Occidental College","Liberal Arts","California",FALSE,"CA","Private nonprofit","Other elite schools (public and private)",63363,40700,39200,22600,53800,25600,47200,59400,50600,29700,76100,48100,6.22732186732187,6.46561224489796,4.26686868686869,5.00893280632411,-35.7669302274198,-38.1342423812004,-6.25443871028834,-20.1426700124678,"Male",64700,43400,"High",58200,41100
"763","University of California-Berkeley","State","California",FALSE,"CA","Public","Highly selective public",33020,57600,48700,27500,75500,50800,56800,79000,64700,41000,99700,72200,2.29305555555556,2.71211498973306,1.67189873417722,2.04142194744977,74.4397334948516,47.4863718958207,139.248940036342,95.9418534221684,"Male",90700,66400,"High",80100,60100
"764","University of California-Davis","State","California",FALSE,"CA","Public","Selective public",32638,45300,40400,23600,59400,31400,49200,68100,58200,38800,85800,52000,2.88194260485651,3.23148514851485,1.91706314243759,2.24316151202749,38.7952693179729,23.782094491084,108.652490961456,78.3197499846804,"Male",74300,49400,"High",67200,47900
"765","University of California-Irvine","State","California",FALSE,"CA","Public","Highly selective public",29759,44300,41100,24500,58900,28900,48800,65800,58400,35400,84800,50300,2.68704288939052,2.89625304136253,1.80905775075988,2.03828767123288,48.8625289828287,38.1094794851978,121.109580295037,96.2431533317652,"Male",71700,48700,"High",64600,45600
"766","University of California-Riverside","State","California",FALSE,"CA","Public","Selective public",30174,36800,33700,19900,49000,25400,42000,55300,49700,31800,70500,41400,3.27978260869565,3.58148367952522,2.1825678119349,2.42849094567404,21.9593027109432,11.6855571021409,83.2703652150858,64.7113408895075,"Male",62300,39600,"High",57300,40000
"767","University of California-San Diego","State","California",FALSE,"CA","Public","Highly selective public",30092,48200,43400,26200,62500,36900,52100,69600,59900,38800,88500,52900,2.49726141078838,2.77345622119816,1.72942528735632,2.00948247078464,60.1754619167885,44.224378572378,131.290708493952,99.056227568789,"Male",76200,53100,"High",68300,50000
"768","University of California-Santa Barbara","State","California",TRUE,"CA","Public","Highly selective public",33826,42800,39000,22900,56300,29300,46800,62400,55300,34000,79800,50700,3.16130841121495,3.46933333333333,2.16833333333333,2.44672694394213,26.5298882516407,15.2959262106072,84.4734819369716,63.4837107550405,"Male",70600,45700,"High",68200,44600
"769","University of California-Santa Cruz","State","California",FALSE,"CA","Public","Selective public",33036,38400,33800,19400,50200,28500,40700,53800,46900,27700,68100,42700,3.44125,3.90958579881657,2.45620817843866,2.81756929637527,16.2368325463131,2.31262864753602,62.8526455987408,41.9663397505751,"Male",59400,41700,"High",55900,39300
"770","Colorado College","Liberal Arts","Western",FALSE,"CO","Private nonprofit","Highly selective private",57400,35900,34000,17300,49100,25800,40600,49900,45400,27100,61600,40300,6.39554317548747,6.75294117647059,4.60120240480962,5.05726872246696,-37.4564459930314,-40.7665505226481,-13.0662020905923,-20.9059233449477,"Male",56000,40000,"High",52900,37800
"771","Colorado School of Mines","Engineering","Western",FALSE,"CO","Public","Highly selective public",30154,74700,69200,51100,92000,40000,72200,95600,84900,55800,118300,64800,1.61467202141901,1.74300578034682,1.26167364016736,1.42068315665489,147.728327916694,129.488625058035,217.039198779598,181.55468594548,"Male",97100,76400,"High",95300,74900
"772","Fort Lewis College","Liberal Arts","Western",FALSE,"CO","Public","Selective public",21691,30500,28100,16600,39000,20800,30500,39400,35200,20700,50800,28900,2.84472131147541,3.08768683274021,2.20213197969543,2.46488636363636,40.6113134479738,29.5468166520677,81.6421557327924,62.2792863399567,"Male",43600,32600,"High",42900,31900
"773","University of Connecticut","State","Northeastern",FALSE,"CT","Public","Highly selective public",26966,49800,46400,29400,64500,40400,52700,66000,58400,39900,82500,49200,2.1659437751004,2.32465517241379,1.63430303030303,1.84698630136986,84.6770006675072,72.0685307424164,144.752651487058,116.569012830972,"Male",73700,53000,"High",67600,52000
"774","Wesleyan University","Liberal Arts","Northeastern",FALSE,"CT","Private nonprofit","Other elite schools (public and private)",62849,46400,42100,22900,55500,44000,46400,63400,54700,33000,76400,49800,5.41801724137931,5.97140142517815,3.96523659305994,4.59590493601462,-26.1722541329218,-33.0140495473277,0.876704482171554,-12.9659978679056,"Male",70900,52900,"High",65100,48800
"775","Yale University","Ivy League","Northeastern",FALSE,"CT","Private nonprofit","Ivy Plus",61620,67800,56600,32400,88200,53400,72400,124400,83200,52200,153300,136200,3.6353982300885,4.3547703180212,1.98135048231511,2.9625,10.0292112950341,-8.14670561506005,101.882505679974,35.0210970464135,"Male",148300,70500,"High",124100,69600
"776","University of Delaware","State","Southern",FALSE,"DE","Public","Selective public",23357,48100,46700,31000,63600,25000,52700,64000,57000,39400,80900,42700,1.94237006237006,2.00059957173448,1.4598125,1.63908771929825,105.933981247592,99.9400607954789,174.007792096588,144.038189836023,"Male",70700,50300,"High",67900,50500
"777","Florida Atlantic University","State","Southern",FALSE,"FL","Public","Selective public",19310,38800,36200,22500,49400,29300,40500,48300,43200,27500,61500,33800,1.99072164948454,2.13370165745856,1.5991718426501,1.78796296296296,100.932159502848,87.4676333505955,150.129466597618,123.718280683584,"Male",53700,40800,"High",51300,40000
"778","Florida State University","State","Southern",TRUE,"FL","Public","Selective public",21408,39700,36500,23600,50100,32300,42300,53900,46400,30900,67400,44500,2.15697732997481,2.34608219178082,1.58871985157699,1.84551724137931,85.4446935724963,70.4970104633782,151.775037369208,116.741405082212,"Male",60900,42600,"High",54800,40400
"779","University of Florida","State","Southern",TRUE,"FL","Public","Highly selective public",20085,47700,42600,26800,62000,37000,48100,65700,56000,36600,84100,53000,1.68427672955975,1.88591549295775,1.22283105022831,1.43464285714286,137.490664675131,112.09858103062,227.109783420463,178.815036096589,"Male",72400,52900,"High",68500,49000
"780","Georgia State University","State","Southern",FALSE,"GA","Public","Selective public",24377,38100,35200,20900,50700,24900,39400,48200,43300,26000,62700,34000,2.55926509186352,2.77011363636364,2.02298755186722,2.2519168591224,56.2948681133856,44.3984083357263,97.7273659597161,77.6264511629815,"Male",54700,41600,"High",50200,38400
"781","University of Georgia","State","Southern",TRUE,"GA","Public","Highly selective public",21981,45200,39900,25800,55600,48000,46000,59100,50500,32800,74200,49900,1.94522123893805,2.20360902255639,1.48771573604061,1.74106930693069,105.632136845457,81.52040398526,168.868568308994,129.743869705655,"Male",67000,52200,"High",60900,45300
"782","Boise State University","State","Western",FALSE,"ID","Public","Selective public",18651,35600,31000,18600,45900,33800,34000,43100,37100,22400,55800,36400,2.09561797752809,2.40658064516129,1.73095127610209,2.01088948787062,90.8744839418798,66.2109270280414,131.086804997051,98.916948152914,"Male",51300,39700,"High",46100,37900
"783","Idaho State University","State","Western",FALSE,"ID","Public","Selective public",19089,34900,30700,16700,48000,25600,33100,43900,35700,20100,59200,38400,2.18785100286533,2.4871661237785,1.73931662870159,2.13882352941176,82.8278065901828,60.8256063701608,129.97537849023,87.018701870187,"Male",54700,41500,"High",47700,38300
"784","University of Idaho","State","Western",FALSE,"ID","Public","Selective public",19381,35500,31800,19900,46000,25700,37400,47000,41900,26600,61300,32200,2.18377464788732,2.43786163522013,1.64944680851064,1.85021479713604,83.1690831226459,64.0782209380321,142.505546669418,116.191115009545,"Male",53100,39200,"High",50600,36700
"785","Illinois Institute of Technology","Engineering","Midwestern",FALSE,"IL","Private nonprofit","Highly selective private",51572,60400,55800,39000,74800,37300,63300,78000,69100,44000,91900,64100,3.4153642384106,3.69691756272401,2.64471794871795,2.98535455861071,17.1178158690762,8.19824711083534,51.2448615527806,33.987435042271,"Male",81600,60400,"High",72400,56200
"786","Illinois State University","State","Midwestern",FALSE,"IL","Public","Selective public",26259,41600,39600,28800,52400,21400,43200,51600,47100,33600,64700,31600,2.52490384615385,2.65242424242424,2.03558139534884,2.23006369426752,58.4218744049659,50.8054381354964,96.5040557523135,79.3670741460071,"Male",58700,45100,"High",53600,42500
"787","Northern Illinois University","State","Midwestern",FALSE,"IL","Public","Selective public",27959,39400,36800,23300,52000,24500,41800,49800,45500,29500,65300,31400,2.83847715736041,3.03902173913043,2.24570281124498,2.45793406593407,40.9206337851855,31.6213026216961,78.117958439143,62.7382953610644,"Male",57600,43500,"High",52300,42000
"788","Ball State University","State","Midwestern",FALSE,"IN","Public","Selective public",21807,35300,34000,23000,44700,19200,37300,44600,41100,27700,56500,28200,2.47104815864023,2.56552941176471,1.95578475336323,2.12233576642336,61.8746274132159,55.9132388682533,104.521483927179,88.4715916907415,"Male",50700,37400,"High",46900,36200
"789","DePauw University","Liberal Arts","Midwestern",FALSE,"IN","Private nonprofit","Selective private",53410,43900,40400,25700,55500,27400,48300,66100,54000,37100,78200,53000,4.86651480637813,5.28811881188119,3.2320726172466,3.9562962962963,-17.8056543718405,-24.3587343194158,23.7595955813518,1.10466204830556,"Male",77800,47500,"High",72100,45800
"790","Grinnell College","Liberal Arts","Midwestern",FALSE,"IA","Private nonprofit","Highly selective private",56354,36700,32800,17900,49600,26100,40900,61000,49100,32800,77200,53700,6.14212534059946,6.87243902439024,3.69534426229508,4.59095723014257,-34.8759626645846,-41.7965006920538,8.24431273733896,-12.8722007310927,"Male",67200,41400,"High",63000,38800
"791","Iowa State University","State","Midwestern",FALSE,"IA","Public","Selective public",18828,44000,41200,28700,56300,26100,45300,56000,50700,35100,72500,34000,1.71163636363636,1.82796116504854,1.34485714285714,1.48544378698225,133.69449755683,118.823029530487,197.429360526875,169.279796048438,"Male",63400,48800,"High",57600,45300
"792","University of Iowa","State","Midwestern",TRUE,"IA","Public","Selective public",20691,47700,42200,29100,58700,38600,47000,62000,51900,35800,73700,53400,1.73509433962264,1.96123222748815,1.33490322580645,1.59468208092486,130.53501522401,103.953409695036,199.647189599343,150.833695809772,"Male",69200,51100,"High",61400,46200
"793","Pittsburg State University","State","Midwestern",FALSE,"KS","Public","Selective public",15931,37900,34900,23500,48300,21500,38100,44400,39400,26000,56300,30100,1.68137203166227,1.82590257879656,1.43522522522523,1.61736040609137,137.900947837549,119.069738246187,178.701901952169,147.316552633231,"Male",51500,41600,"High",48400,40200
"794","Kansas State University","State","Midwestern",FALSE,"KS","Public","Selective public",20722,41400,38400,25400,53400,27000,42100,51900,45600,31200,66400,37100,2.00212560386473,2.15854166666667,1.59707129094412,1.81771929824561,99.7876652832738,85.3102982337612,150.458449956568,120.055979152591,"Male",59300,46200,"High",54700,43400
"795","University of Kansas","State","Midwestern",FALSE,"KS","Public","Selective public",23049,45100,39200,26100,55100,45500,44600,59300,48800,32100,71000,55100,2.04425720620843,2.3519387755102,1.55473861720067,1.88926229508197,95.6700941472515,70.0724543364137,157.277973014014,111.72285131676,"Male",65200,47500,"High",58700,44000
"796","Morehead State University","State","Southern",FALSE,"KY","Public","Selective public",18191,30000,27200,16100,39000,28500,30400,37000,33100,20100,47500,28800,2.42546666666667,2.67514705882353,1.96659459459459,2.1983081570997,64.9167170578858,49.5244901324831,103.397284371392,81.9581111538673,"Male",42800,33700,"High",44800,32400
"797","University of Kentucky","State","Southern",FALSE,"KY","Public","Selective public",23162,43500,36900,24000,53800,45600,43500,54000,45100,29300,68200,45000,2.12983908045977,2.51078590785908,1.7157037037037,2.05427937915743,87.8076159226319,59.3126672998877,133.140488731543,94.7154822554184,"Male",59900,46700,"High",55300,40700
"798","University of Louisiana at Lafayette","State","Southern",FALSE,"LA","Public","Selective public",16112,37200,32800,20300,45400,35600,36600,46400,39900,25600,57700,37500,1.73247311827957,1.96487804878049,1.38896551724138,1.6152380952381,130.883813306852,103.574975173784,187.98411122145,147.641509433962,"Male",57800,45500,"High",53200,40600
"799","Bates College","Liberal Arts","Northeastern",FALSE,"ME","Private nonprofit","Other elite schools (public and private)",61000,46000,43100,26500,56200,30600,46100,74300,59200,40000,85400,66300,5.30434782608696,5.66125290023202,3.28398384925976,4.12162162162162,-24.5901639344262,-29.344262295082,21.8032786885246,-2.95081967213115,"Male",83600,49500,"High",74700,50200
"800","Bowdoin College","Liberal Arts","Northeastern",FALSE,"ME","Private nonprofit","Other elite schools (public and private)",59900,57100,44600,33000,65100,50000,51100,83300,65500,42700,104400,67500,4.19614711033275,5.37219730941704,2.87635054021609,3.65801526717557,-4.67445742904841,-25.542570951586,39.0651085141903,9.34891485809683,"Male",93100,65100,"High",88300,65300
"801","Colby College","Liberal Arts","Northeastern",FALSE,"ME","Private nonprofit","Other elite schools (public and private)",59110,50200,42700,31000,63800,33900,56800,71000,58100,37400,85200,77100,4.70996015936255,5.53723653395785,3.33014084507042,4.06953528399312,-15.0735916088648,-27.7618000338352,20.1150397563864,-1.70867873456268,"Male",85000,53800,"High",72600,51600
"802","Amherst College","Liberal Arts","Northeastern",FALSE,"MA","Private nonprofit","Other elite schools (public and private)",61544,61600,44100,22000,73500,87900,52600,83300,65000,36200,101500,78400,3.99636363636364,5.58222222222222,2.95529411764706,3.78732307692308,0.0909918107370337,-28.343949044586,35.3503184713376,5.61549460548551,"Male",95000,61200,"High",93400,62300
"803","College of the Holy Cross","Liberal Arts","Northeastern",FALSE,"MA","Private nonprofit","Other elite schools (public and private)",57754,55500,49100,35400,68600,34500,56400,88600,71000,51300,104100,73300,4.16245045045045,4.70501018329939,2.60740406320542,3.25374647887324,-3.90275998199259,-14.9842435156007,53.4092876683866,22.9352079509644,"Male",104600,60400,"High",91200,59900
"804","Massachusetts Institute of Technology","Engineering","Northeastern",FALSE,"MA","Private nonprofit","Ivy Plus",59020,99600,82200,50800,124100,88000,96200,153600,104700,63000,164900,170800,2.37028112449799,2.87201946472019,1.53697916666667,2.25482330468004,68.7563537783802,39.2748220942054,160.250762453406,77.3974923754659,"Male",177100,109400,"High",172100,107600
"805","Wentworth Institute of Technology","Engineering","Northeastern",FALSE,"MA","Private nonprofit","Selective private",46112,54200,53300,37800,68400,26000,57900,67300,65100,43100,86200,42800,3.40309963099631,3.46056285178236,2.74068350668648,2.83330261136713,17.5399028452464,15.588133240805,45.9489937543373,41.1780013879251,"Male",70200,55800,"High",68700,55100
"806","Williams College","Liberal Arts","Northeastern",FALSE,"MA","Private nonprofit","Other elite schools (public and private)",61850,51400,42600,19300,65100,44900,49400,89800,59000,35000,99400,112100,4.81322957198444,5.8075117370892,2.75501113585746,4.19322033898305,-16.8957154405821,-31.1236863379143,45.1899757477769,-4.60792239288601,"Male",102000,58300,"High",85800,61800
"807","Worcester Polytechnic Institute","Engineering","Northeastern",FALSE,"MA","Private nonprofit","Highly selective private",57637,66300,67500,48300,81300,30500,74200,84600,84900,61300,102200,42700,3.47734539969834,3.41552592592593,2.7251536643026,2.71552414605418,15.0302756909624,17.1122716310703,46.7807137776081,47.3012127626351,"Male",88400,66600,"High",85800,66000
"808","Eastern Michigan University","State","Midwestern",FALSE,"MI","Public","Selective public",19532,35300,32000,19500,46700,23600,36700,43900,39300,25000,55800,31400,2.21325779036827,2.4415,1.77968109339408,1.98798982188295,80.7290600040958,63.8337087855826,124.759369240221,101.208273602294,"Male",51200,38400,"High",46500,37300
"809","Michigan State University","State","Midwestern",FALSE,"MI","Public","Selective public",24323,45200,41600,27300,58900,34500,47500,63200,53600,34900,78000,54200,2.15247787610619,2.33875,1.53943037974684,1.81514925373134,85.8323397607203,71.03153393907,159.836368868972,120.367553344571,"Male",72300,50900,"High",62900,47000
"810","Wayne State University","State","Midwestern",FALSE,"MI","Public","Selective public",21021,37900,32600,18700,50700,29300,37100,52300,40800,23300,62700,53900,2.21857519788918,2.57926380368098,1.60772466539197,2.06088235294118,80.2958945816089,55.0830122258694,148.798820227392,94.0916226630512,"Male",61000,41700,"High",50800,39500
"811","Western Michigan University","State","Midwestern",FALSE,"MI","Public","Selective public",22013,35300,32300,19700,46800,22000,38200,50500,45000,29800,65000,34400,2.49439093484419,2.72606811145511,1.74360396039604,1.95671111111111,60.3597873983555,46.7314768545859,129.409894153455,104.424658156544,"Male",58000,39500,"High",52800,37100
"812","Carleton College","Liberal Arts","Midwestern",FALSE,"MN","Private nonprofit","Other elite schools (public and private)",60401,43400,39500,21100,58200,30200,45800,67900,54200,35800,82800,58100,5.56691244239631,6.11655696202532,3.55823269513991,4.45763837638376,-28.1468849853479,-34.6037317262959,12.4153573616331,-10.2663863181073,"Male",77300,46800,"High",71000,47500
"813","Gustavus Adolphus College","Liberal Arts","Midwestern",FALSE,"MN","Private nonprofit","Highly selective private",50008,43400,41700,28700,53600,24400,45400,58900,51700,37100,71400,41100,4.60903225806452,4.79693045563549,3.39612903225806,3.86909090909091,-13.2138857782755,-16.6133418653015,17.7811550151976,3.38345864661654,"Male",65600,46900,"High",60700,45400
"814","Saint Olaf College","Liberal Arts","Midwestern",FALSE,"MN","Private nonprofit","Highly selective private",51860,41500,37700,24500,54400,25600,44100,57300,50400,34700,72200,38600,4.99855421686747,5.50238726790451,3.62024432809773,4.11587301587302,-19.9768607790204,-27.3042807558812,10.4897801774007,-2.81527188584651,"Male",61400,45600,"High",61400,41500
"815","Mississippi State University","State","Southern",FALSE,"MS","Public","Selective public",21581,37100,33400,21000,46600,32500,36200,47400,40200,27600,59500,36400,2.32679245283019,2.58455089820359,1.82118143459916,2.1473631840796,71.9104768083036,54.7657661832167,119.637644224086,86.2749640887818,"Male",56000,42700,"High",52700,40300
"816","University of Mississippi","State","Southern",TRUE,"MS","Public","Selective public",22444,41300,35100,22600,51000,40000,39700,56600,42700,28200,66400,64000,2.17375302663438,2.5577207977208,1.58614840989399,2.10248243559719,84.0135448226698,56.3892354304046,152.183211548744,90.2512921047942,"Male",65800,46000,"High",57400,42800
"817","Montana State University-Billings","State","Western",FALSE,"MT","Public","Selective public",15893,34300,30400,18600,44700,24300,33500,38700,34600,19400,52000,29100,1.8534110787172,2.09118421052632,1.64268733850129,1.83734104046243,115.818284779463,91.2791795129932,143.503429182659,117.705908261499,"Male",48500,40100,"High",44800,39800
"818","University of Nevada-Reno","State","Western",FALSE,"NV","Public","Selective public",20675,41600,37700,23400,53900,32900,42400,56300,47000,29000,70800,53900,1.98798076923077,2.19363395225464,1.46891651865009,1.75957446808511,101.209189842805,82.3458282950423,172.309552599758,127.3276904474,"Male",65800,45200,"High",59100,42200
"819","University of Nevada-Las Vegas","State","Western",FALSE,"NV","Public","Selective public",17781,39300,36500,23200,51000,24600,41100,49600,45000,28000,64800,33500,1.80977099236641,1.94860273972603,1.43395161290323,1.58053333333333,121.022439682807,105.275293852989,178.949440413925,153.079129407795,"Male",54400,41100,"High",51900,39700
"820","Dartmouth College","Ivy League","Northeastern",FALSE,"NH","Private nonprofit","Ivy Plus",63279,74600,58900,36000,91600,74900,67400,110200,75500,49000,136800,116600,3.39297587131367,4.29738539898132,2.29687840290381,3.3525298013245,17.8906114192702,-6.92014728424912,74.1494018552758,19.3128842111917,"Male",130600,86900,"High",111100,75900
"821","Princeton University","Ivy League","Northeastern",FALSE,"NJ","Private nonprofit","Ivy Plus",57400,73600,60800,34600,94000,69600,63400,116300,74700,52000,132100,131400,3.1195652173913,3.77631578947368,1.97420464316423,3.07362784471218,28.2229965156794,5.92334494773519,102.613240418118,30.1393728222997,"Male",140600,83100,"High",114700,86700
"822","Stevens Institute of Technology","Engineering","Northeastern",FALSE,"NJ","Private nonprofit","Highly selective private",59384,67900,68600,50200,83400,32600,76100,91900,89200,64100,109200,65500,3.49832106038292,3.46262390670554,2.58472252448313,2.66295964125561,14.3405631146437,15.5193318065472,54.7554896941937,50.2088104539943,"Male",93100,68400,"High",91900,69300
"823","New Mexico Institute of Mining and Technology","Engineering","Western",FALSE,"NM","Public","Highly selective public",18762,49000,43500,23500,68400,34100,52500,58500,50000,31300,76600,39300,1.53159183673469,1.72524137931034,1.28287179487179,1.50096,161.16618697367,131.851614966421,211.800447713463,166.496109156806,"Male",60700,52000,"High",60300,53100
"824","Colgate University","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Other elite schools (public and private)",60050,54300,47700,31600,68000,40000,55800,81100,63600,41800,98100,76200,4.42357274401473,5.0356394129979,2.96177558569667,3.77672955974843,-9.57535387177352,-20.5661948376353,35.0541215653622,5.91174021648626,"Male",88200,59200,"High",88700,56000
"825","Cornell University","Ivy League","Northeastern",FALSE,"NY","Private nonprofit","Ivy Plus",61608,76300,64800,40700,92200,62000,72000,101200,77200,51300,120500,92900,3.22977719528178,3.80296296296296,2.43509881422925,3.19212435233161,23.8475522659395,5.18114530580444,64.2643812491884,25.3084015062979,"Male",114900,83200,"High",98200,73900
"826","Hamilton College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Other elite schools (public and private)",59590,55300,47800,30900,69400,41000,50800,74300,60200,40900,87000,62800,4.31030741410488,4.98661087866109,3.20807537012113,3.95946843853821,-7.19919449572076,-19.7851988588689,24.6853498909213,1.02366168820272,"Male",80100,66300,"High",80900,58400
"827","Rensselaer Polytechnic Institute","Engineering","Northeastern",FALSE,"NY","Private nonprofit","Other elite schools (public and private)",61820,66700,66100,45600,81800,38400,71600,86000,82000,58300,105000,45300,3.70734632683658,3.7409984871407,2.8753488372093,3.01560975609756,7.89388547395665,6.92332578453575,39.1135554836622,32.6431575541896,"Male",89500,69100,"High",84800,67900
"828","Rochester Institute of Technology","Engineering","Northeastern",FALSE,"NY","Private nonprofit","Selective private",47291,50600,46500,26700,68000,33500,54100,67800,62400,37000,88100,48300,3.73841897233202,4.06804301075269,2.79002949852507,3.03147435897436,6.99710304286228,-1.6726226977649,43.3676598084202,31.9489966378381,"Male",74700,55500,"High",70800,54400
"829","Skidmore College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Highly selective private",60900,41900,38800,20700,57300,28800,45200,57000,49700,29200,70000,48500,5.81384248210024,6.27835051546392,4.27368421052632,4.90140845070423,-31.1986863711002,-36.2889983579639,-6.40394088669951,-18.3908045977011,"Male",65000,45400,"High",56300,41500
"830","Siena College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Selective private",47265,46000,46200,30200,58600,24100,50600,62300,57100,39400,77200,41500,4.11,4.09220779220779,3.0346709470305,3.31103327495622,-2.67639902676399,-2.25325293557601,31.8100074050566,20.808209034169,"Male",68900,47800,"High",64300,47700
"831","Binghamton University","State","Northeastern",FALSE,"NY","Public","Highly selective public",22688,47700,45300,26900,64300,28800,53200,68100,61600,38900,88200,47800,1.90255765199161,2.00335540838852,1.33262848751836,1.47324675324675,110.243300423131,99.6650211565585,200.158674188999,171.509167842031,"Male",73700,50300,"High",71400,50200
"832","Stony Brook University","State","Northeastern",FALSE,"NY","Public","Highly selective public",21358,44000,39300,22800,59500,31500,48800,62600,57600,36100,81100,42500,1.94163636363636,2.17384223918575,1.36472843450479,1.48319444444444,106.011798857571,84.0059930705122,193.098604738271,169.688173049911,"Male",67300,46000,"High",64200,45100
"833","Union College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Highly selective private",60042,51400,49900,31800,67900,28600,56600,80200,65400,46800,94300,79700,4.67252918287938,4.81298597194389,2.99461346633416,3.67229357798165,-14.3932580526964,-16.8915092768395,33.5731654508511,8.92375337263915,"Male",87000,57300,"High",79100,54900
"834","Vassar College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Other elite schools (public and private)",61320,39400,36100,22700,49900,27400,44600,61500,54600,34500,74600,45500,6.2253807106599,6.79445983379501,3.98829268292683,4.49230769230769,-35.7469015003262,-41.1285061969993,0.293542074363992,-10.958904109589,"Male",66800,40900,"High",63700,40900
"835","Appalachian State University","State","Southern",FALSE,"NC","Public","Selective public",19017,34300,33000,21400,42300,26200,35200,43600,38800,27600,54300,27300,2.21772594752187,2.30509090909091,1.74467889908257,1.96051546391753,80.3649366356418,73.5289477835621,129.268549192827,104.027974969764,"Male",48000,36800,"High",46100,35700
"836","Davidson College","Liberal Arts","Southern",FALSE,"NC","Private nonprofit","Other elite schools (public and private)",57458,49400,45500,30800,60600,30200,51400,71100,58900,39200,87100,56400,4.65246963562753,5.05125274725275,3.23251758087201,3.90207130730051,-14.0241567753838,-20.8117233457482,23.7425597827979,2.50965922935013,"Male",80400,52700,"High",72000,52200
"837","East Carolina University","State","Southern",FALSE,"NC","Public","Selective public",20710,37300,34900,23000,46900,27600,37800,45800,40500,27600,57400,34100,2.22091152815013,2.37363896848138,1.80873362445415,2.04543209876543,80.1062288749396,68.5176243360695,121.149203283438,95.5577015934331,"Male",51500,40700,"High",48200,38700
"838","University of North Carolina at Chapel Hill","State","Southern",FALSE,"NC","Public","Other elite schools (public and private)",23978,49900,41000,27700,59900,55600,49000,68800,55600,37300,84000,59400,1.92208416833667,2.33931707317073,1.39406976744186,1.72503597122302,108.107431812495,70.9900742347152,186.929685545083,131.879222620736,"Male",75600,57100,"High",70100,49800
"839","University of North Carolina at Charlotte","State","Southern",FALSE,"NC","Public","Selective public",18044,38600,35900,23200,50500,23100,40500,50300,44000,29800,63900,35400,1.86984455958549,2.01047353760446,1.43491053677932,1.64036363636364,113.921525160718,98.9581024163157,178.763023719796,143.848370649523,"Male",58200,42900,"High",51700,40700
