"","School.Name","School.Type","Region","Is.Party","STABBR","CONTROL","Tier","COSTT4_A","MN_EARN_WNE_P6","MD_EARN_WNE_P6","PCT25_EARN_WNE_P6","PCT75_EARN_WNE_P6","SD_EARN_WNE_P6","MD_EARN_WNE_P8","MN_EARN_WNE_P10","MD_EARN_WNE_P10","PCT25_EARN_WNE_P10","PCT75_EARN_WNE_P10","SD_EARN_WNE_P10","BE_MN_P6","BE_MD_P6","BE_MN_P10","BE_MD_P10","ROI_MN_P6","ROI_MD_P6","ROI_MN_P10","ROI_MD_P10","gender","gendered_Income_P10","gendered_Income_P6","family_income_level","born_Income_P10","born_Income_P6"
"369","Gustavus Adolphus College","Liberal Arts","Midwestern",FALSE,"MN","Private nonprofit","Highly selective private",50008,43400,41700,28700,53600,24400,45400,58900,51700,37100,71400,41100,4.60903225806452,4.79693045563549,3.39612903225806,3.86909090909091,-13.2138857782755,-16.6133418653015,17.7811550151976,3.38345864661654,"Female",53700,40600,"Medium",57100,41100
"370","Saint Olaf College","Liberal Arts","Midwestern",FALSE,"MN","Private nonprofit","Highly selective private",51860,41500,37700,24500,54400,25600,44100,57300,50400,34700,72200,38600,4.99855421686747,5.50238726790451,3.62024432809773,4.11587301587302,-19.9768607790204,-27.3042807558812,10.4897801774007,-2.81527188584651,"Female",54200,37700,"Medium",51000,41700
"371","Mississippi State University","State","Southern",FALSE,"MS","Public","Selective public",21581,37100,33400,21000,46600,32500,36200,47400,40200,27600,59500,36400,2.32679245283019,2.58455089820359,1.82118143459916,2.1473631840796,71.9104768083036,54.7657661832167,119.637644224086,86.2749640887818,"Female",37700,31000,"Medium",46900,37600
"372","University of Mississippi","State","Southern",TRUE,"MS","Public","Selective public",22444,41300,35100,22600,51000,40000,39700,56600,42700,28200,66400,64000,2.17375302663438,2.5577207977208,1.58614840989399,2.10248243559719,84.0135448226698,56.3892354304046,152.183211548744,90.2512921047942,"Female",49300,37800,"Medium",56500,40300
"373","Montana State University-Billings","State","Western",FALSE,"MT","Public","Selective public",15893,34300,30400,18600,44700,24300,33500,38700,34600,19400,52000,29100,1.8534110787172,2.09118421052632,1.64268733850129,1.83734104046243,115.818284779463,91.2791795129932,143.503429182659,117.705908261499,"Female",32500,30500,"Medium",40700,36800
"374","University of Nevada-Reno","State","Western",FALSE,"NV","Public","Selective public",20675,41600,37700,23400,53900,32900,42400,56300,47000,29000,70800,53900,1.98798076923077,2.19363395225464,1.46891651865009,1.75957446808511,101.209189842805,82.3458282950423,172.309552599758,127.3276904474,"Female",49400,38800,"Medium",54600,42700
"375","University of Nevada-Las Vegas","State","Western",FALSE,"NV","Public","Selective public",17781,39300,36500,23200,51000,24600,41100,49600,45000,28000,64800,33500,1.80977099236641,1.94860273972603,1.43395161290323,1.58053333333333,121.022439682807,105.275293852989,178.949440413925,153.079129407795,"Female",46000,37900,"Medium",49600,40500
"376","Dartmouth College","Ivy League","Northeastern",FALSE,"NH","Private nonprofit","Ivy Plus",63279,74600,58900,36000,91600,74900,67400,110200,75500,49000,136800,116600,3.39297587131367,4.29738539898132,2.29687840290381,3.3525298013245,17.8906114192702,-6.92014728424912,74.1494018552758,19.3128842111917,"Female",91100,60300,"Medium",109600,76300
"377","Princeton University","Ivy League","Northeastern",FALSE,"NJ","Private nonprofit","Ivy Plus",57400,73600,60800,34600,94000,69600,63400,116300,74700,52000,132100,131400,3.1195652173913,3.77631578947368,1.97420464316423,3.07362784471218,28.2229965156794,5.92334494773519,102.613240418118,30.1393728222997,"Female",87300,61100,"Medium",110700,64800
"378","Stevens Institute of Technology","Engineering","Northeastern",FALSE,"NJ","Private nonprofit","Highly selective private",59384,67900,68600,50200,83400,32600,76100,91900,89200,64100,109200,65500,3.49832106038292,3.46262390670554,2.58472252448313,2.66295964125561,14.3405631146437,15.5193318065472,54.7554896941937,50.2088104539943,"Female",87100,66500,"Medium",92700,67100
"379","New Mexico Institute of Mining and Technology","Engineering","Western",FALSE,"NM","Public","Highly selective public",18762,49000,43500,23500,68400,34100,52500,58500,50000,31300,76600,39300,1.53159183673469,1.72524137931034,1.28287179487179,1.50096,161.16618697367,131.851614966421,211.800447713463,166.496109156806,"Female",51700,39000,"Medium",57800,44300
"381","Cornell University","Ivy League","Northeastern",FALSE,"NY","Private nonprofit","Ivy Plus",61608,76300,64800,40700,92200,62000,72000,101200,77200,51300,120500,92900,3.22977719528178,3.80296296296296,2.43509881422925,3.19212435233161,23.8475522659395,5.18114530580444,64.2643812491884,25.3084015062979,"Female",87400,68600,"Medium",95800,70700
"383","Rensselaer Polytechnic Institute","Engineering","Northeastern",FALSE,"NY","Private nonprofit","Other elite schools (public and private)",61820,66700,66100,45600,81800,38400,71600,86000,82000,58300,105000,45300,3.70734632683658,3.7409984871407,2.8753488372093,3.01560975609756,7.89388547395665,6.92332578453575,39.1135554836622,32.6431575541896,"Female",74100,60500,"Medium",88800,64600
"384","Rochester Institute of Technology","Engineering","Northeastern",FALSE,"NY","Private nonprofit","Selective private",47291,50600,46500,26700,68000,33500,54100,67800,62400,37000,88100,48300,3.73841897233202,4.06804301075269,2.79002949852507,3.03147435897436,6.99710304286228,-1.6726226977649,43.3676598084202,31.9489966378381,"Female",50500,40800,"Medium",66600,50000
"385","Skidmore College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Highly selective private",60900,41900,38800,20700,57300,28800,45200,57000,49700,29200,70000,48500,5.81384248210024,6.27835051546392,4.27368421052632,4.90140845070423,-31.1986863711002,-36.2889983579639,-6.40394088669951,-18.3908045977011,"Female",52100,39900,"Medium",58100,39100
"386","Siena College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Selective private",47265,46000,46200,30200,58600,24100,50600,62300,57100,39400,77200,41500,4.11,4.09220779220779,3.0346709470305,3.31103327495622,-2.67639902676399,-2.25325293557601,31.8100074050566,20.808209034169,"Female",57200,44200,"Medium",63300,44700
"387","Binghamton University","State","Northeastern",FALSE,"NY","Public","Highly selective public",22688,47700,45300,26900,64300,28800,53200,68100,61600,38900,88200,47800,1.90255765199161,2.00335540838852,1.33262848751836,1.47324675324675,110.243300423131,99.6650211565585,200.158674188999,171.509167842031,"Female",62400,44800,"Medium",65300,47600
"388","Stony Brook University","State","Northeastern",FALSE,"NY","Public","Highly selective public",21358,44000,39300,22800,59500,31500,48800,62600,57600,36100,81100,42500,1.94163636363636,2.17384223918575,1.36472843450479,1.48319444444444,106.011798857571,84.0059930705122,193.098604738271,169.688173049911,"Female",58100,41900,"Medium",62700,43500
"389","Union College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Highly selective private",60042,51400,49900,31800,67900,28600,56600,80200,65400,46800,94300,79700,4.67252918287938,4.81298597194389,2.99461346633416,3.67229357798165,-14.3932580526964,-16.8915092768395,33.5731654508511,8.92375337263915,"Female",71700,45400,"Medium",75600,42800
"390","Vassar College","Liberal Arts","Northeastern",FALSE,"NY","Private nonprofit","Other elite schools (public and private)",61320,39400,36100,22700,49900,27400,44600,61500,54600,34500,74600,45500,6.2253807106599,6.79445983379501,3.98829268292683,4.49230769230769,-35.7469015003262,-41.1285061969993,0.293542074363992,-10.958904109589,"Female",58000,38200,"Medium",58800,36900
"391","Appalachian State University","State","Southern",FALSE,"NC","Public","Selective public",19017,34300,33000,21400,42300,26200,35200,43600,38800,27600,54300,27300,2.21772594752187,2.30509090909091,1.74467889908257,1.96051546391753,80.3649366356418,73.5289477835621,129.268549192827,104.027974969764,"Female",39000,32000,"Medium",42000,33900
"393","East Carolina University","State","Southern",FALSE,"NC","Public","Selective public",20710,37300,34900,23000,46900,27600,37800,45800,40500,27600,57400,34100,2.22091152815013,2.37363896848138,1.80873362445415,2.04543209876543,80.1062288749396,68.5176243360695,121.149203283438,95.5577015934331,"Female",42000,34700,"Medium",45300,37800
"394","University of North Carolina at Chapel Hill","State","Southern",FALSE,"NC","Public","Other elite schools (public and private)",23978,49900,41000,27700,59900,55600,49000,68800,55600,37300,84000,59400,1.92208416833667,2.33931707317073,1.39406976744186,1.72503597122302,108.107431812495,70.9900742347152,186.929685545083,131.879222620736,"Female",64500,45100,"Medium",65500,49400
"395","University of North Carolina at Charlotte","State","Southern",FALSE,"NC","Public","Selective public",18044,38600,35900,23200,50500,23100,40500,50300,44000,29800,63900,35400,1.86984455958549,2.01047353760446,1.43491053677932,1.64036363636364,113.921525160718,98.9581024163157,178.763023719796,143.848370649523,"Female",44000,34600,"Medium",50100,37900
"396","Western Carolina University","State","Southern",FALSE,"NC","Public","Selective public",18549,33400,31900,20300,41600,20300,34700,41300,37700,25500,51600,33200,2.2214371257485,2.3258934169279,1.79651331719128,1.96806366047745,80.0636152892339,71.9769259798372,122.653512318723,103.245457976171,"Female",36100,31200,"Medium",41300,34100
"397","University of North Dakota","State","Midwestern",FALSE,"ND","Public","Selective public",20306,45400,41700,28900,57100,26300,46800,57800,48700,33700,70000,48100,1.78907488986784,1.94781774580336,1.40525951557093,1.66784394250513,123.579237663745,105.358022259431,184.644932532256,139.830591943268,"Female",47600,41500,"Medium",55400,45200
"398","Cleveland State University","State","Midwestern",FALSE,"OH","Public","Selective public",21684,37200,34100,20500,49400,24300,38100,46400,41300,24700,61000,34700,2.33161290322581,2.54357771260997,1.86931034482759,2.10014527845036,71.5550636413946,57.258808337945,113.982660025825,90.4630142040214,"Female",42000,34600,"Medium",47800,39700
"400","Oberlin College","Liberal Arts","Midwestern",FALSE,"OH","Private nonprofit","Other elite schools (public and private)",62051,30700,27400,14300,41900,21200,34900,45500,40800,21900,60600,35500,8.08482084690554,9.0585401459854,5.45503296703297,6.08343137254902,-50.5245685001047,-55.8427744919502,-26.6732204154647,-34.2476350099112,"Female",40700,28300,"Medium",48100,30500
"401","University of Toledo","State","Midwestern",FALSE,"OH","Public","Selective public",21480,37900,33400,20600,50100,27300,39600,52800,43800,27000,66000,45300,2.26701846965699,2.57245508982036,1.62727272727273,1.96164383561644,76.4432029795158,55.4934823091248,145.810055865922,103.91061452514,"Female",46700,34700,"Medium",52000,37200
"402","Wittenberg University","Liberal Arts","Midwestern",FALSE,"OH","Private nonprofit","Selective private",50115,37800,36700,25400,48500,19700,40700,49000,43200,29600,61000,33300,5.3031746031746,5.46212534059945,4.09102040816327,4.64027777777778,-24.5734809937145,-26.7684326050085,-2.22488276962985,-13.7982639928165,"Female",43500,34600,"Medium",45200,34600
"403","Lewis and Clark College","Liberal Arts","Western",FALSE,"OR","Private nonprofit","Selective private",55517,35900,32100,18400,47100,24800,42300,55000,46200,29000,63800,55100,6.18573816155989,6.91800623052959,4.0376,4.80666666666667,-35.3351225750671,-42.1798728317452,-0.931246284921736,-16.7822468793343,"Female",50700,36300,"Medium",51300,34400
"404","Oregon State University","State","Western",FALSE,"OR","Public","Selective public",23326,42700,37700,24200,55000,36600,43500,56700,49600,30900,73500,43300,2.18510538641686,2.47490716180371,1.64557319223986,1.88112903225806,83.0575323673154,61.622224127583,143.076395438566,112.638257738146,"Female",48400,36400,"Medium",56200,43100
"405","Portland State University","State","Western",FALSE,"OR","Public","Selective public",20318,38400,34500,20100,50700,28000,40000,50800,44700,25800,67100,37700,2.11645833333333,2.35571014492754,1.59984251968504,1.81816554809843,88.9949798208485,69.8001771827936,150.024608721331,120.001968697706,"Female",45100,35200,"Medium",54100,41600
"407","University of Oregon","State","Western",FALSE,"OR","Public","Selective public",23055,39800,35600,22000,51400,29500,40800,51300,44800,27700,65300,43100,2.31708542713568,2.59044943820225,1.79766081871345,2.05848214285714,72.6306657991759,54.4133593580568,122.511385816526,94.3179353719367,"Female",46300,36400,"Medium",51000,40400
"408","Bucknell University","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",61060,62400,57700,39700,76400,41500,68700,82400,70800,49000,99900,63500,3.91410256410256,4.23292894280763,2.96407766990291,3.44971751412429,2.19456272518834,-5.50278414674091,34.9492302653128,15.9515230920406,"Female",74300,58900,"Medium",77100,61800
"409","Carnegie Mellon University","Engineering","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",61990,84000,69800,37600,104100,85200,76100,103000,83600,46700,125400,100300,2.95190476190476,3.55243553008596,2.4073786407767,2.96602870813397,35.5057267301178,12.598806259074,66.1558315857396,34.8604613647363,"Female",85800,63000,"Medium",103900,84900
"414","Moravian College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Selective private",47447,42600,40800,26200,56500,23500,45700,55100,51100,34500,68300,34000,4.45511737089202,4.65166666666667,3.44442831215971,3.71405088062622,-10.2156089953,-14.0093156574704,16.1295761586612,7.69911690939364,"Female",49100,41300,"Medium",53700,36300
"416","University of Pennsylvania","Ivy League","Northeastern",FALSE,"PA","Private nonprofit","Ivy Plus",61800,91200,71600,45400,108000,80000,76700,131600,85900,55100,151600,147600,2.71052631578947,3.45251396648045,1.87841945288754,2.87776484284051,47.5728155339806,15.8576051779935,112.94498381877,38.9967637540453,"Female",102300,75800,"Medium",119900,92100
"418","Brown University","Ivy League","Northeastern",FALSE,"RI","Private nonprofit","Ivy Plus",60460,64800,52500,32600,82200,53300,57800,89100,67500,47900,103100,86500,3.7320987654321,4.60647619047619,2.71425364758698,3.58281481481481,7.1782997022825,-13.165729407873,47.3701620906384,11.6440621898776,"Female",79900,54000,"Medium",75200,56600
"419","University of Rhode Island","State","Northeastern",FALSE,"RI","Public","Selective public",26452,42500,39400,25000,56500,26100,46200,58400,52900,34200,75400,40300,2.4896,2.68548223350254,1.81178082191781,2.00015122873346,60.6683804627249,48.9490397701497,120.777256918191,99.9848782700741,"Female",53300,40900,"Medium",56400,41400
"420","Clemson University","State","Southern",FALSE,"SC","Public","Highly selective public",26065,48100,43600,28800,61300,48600,48000,58900,52400,35100,76000,38900,2.16756756756757,2.39128440366972,1.77011884550085,1.98969465648855,84.5386533665835,67.2741223863418,125.973527719164,101.035871858815,"Female",51200,41600,"Medium",58200,50400
"421","Austin Peay State University","State","Southern",FALSE,"TN","Public","Selective public",19386,31400,29200,17200,42000,20400,32100,38800,34900,19800,50300,28000,2.46955414012739,2.65561643835616,1.99855670103093,2.22189111747851,61.972557515733,50.6241617662231,100.144434127721,80.0268234808625,"Female",35100,29200,"Medium",41600,32400
"422","University of Memphis","State","Southern",FALSE,"TN","Public","Selective public",21492,35100,31700,19500,45300,31300,34800,43200,37400,23200,54700,35500,2.44923076923077,2.71192429022082,1.99,2.29860962566845,63.3165829145729,47.4967429741299,101.005025125628,74.0182393448725,"Female",38400,32800,"Medium",43900,35400
